store,websites,attribute_set,type,category_ids,sku,status,is_recurring,visibility,tax_class_id,brands,laptop_processor,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,laptop_touchscreen,laptop_battery,price,color,mapped_status
admin,base,Laptops,simple,"3,11",QCNBB001730,2,No,"Catalog, Search",GST0.36,HP,Core i5,QCNBK-B,"HP-Pavilion DV6 Notebook pc (Core I5 430 2.27GHz/3GB/500GB 15.6"") CNF0104ZGB",15 Days Testing Warranty.,Pavilion DV6 Notebook pc,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion DV6 Notebook pc (Core I5 430 2.27GHz/3GB/500GB 15.6"") CNF0104ZGB",simple,15 Days Testing Warranty.,No,No,10.8V--4200MAH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0274,2,No,"Catalog, Search",GST0.36,Samsung,Core i5,QCNBK-B,"Samsung-NP3500USC-S02IN (Core I5 3210M 2.50GHz/4GB/1TB 15.6"") HUF698FC6C1EHRL",15 Days Testing Warranty.,NP3500USC-S02IN,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Samsung-NP3500USC-S02IN (Core I5 3210M 2.50GHz/4GB/1TB 15.6"") HUF698FC6C1EHRL",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH,0.00,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0275,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Latitude E5430 (Core I3 2348M 2.30GHz/4GB/500GB 14.0"") 85XRXX1",15 Days Testing Warranty.,Latitude E5430,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Latitude E5430 (Core I3 2348M 2.30GHz/4GB/500GB 14.0"") 85XRXX1",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh,0.00,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0276,2,No,"Catalog, Search",GST0.36,Acer,,QCNBK-B,"Acer-Aspire V5 (AMD A4-1250 APU 4GB/500GB 11.6"") NXM8WAA0073230C7BA2000",15 Days Testing Warranty.,Aspire V5,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-Aspire V5 (AMD A4-1250 APU 4GB/500GB 11.6"") NXM8WAA0073230C7BA2000",simple,15 Days Testing Warranty.,No,No,In Build,0.00,Silver,No
admin,base,Laptops,simple,"3,11",QCNBB001731,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp 3421 (Core I3 3217U 1.80GHz/2GB/500GB 14"") D3P32Z1",15 Days Testing Warranty.,Insp 3421,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 3421 (Core I3 3217U 1.80GHz/2GB/500GB 14"") D3P32Z1",simple,15 Days Testing Warranty.,No,No,14.8V--40WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001732,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp 11-3148 (Core I3 4010U 1.70GHz/4GB/500GB 15.6"") 6XY9532",15 Days Testing Warranty.,Insp 11-3148,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 11-3148 (Core I3 4010U 1.70GHz/4GB/500GB 15.6"") 6XY9532",simple,15 Days Testing Warranty.,No,No,INBUILD,0.00,Silver,No
admin,base,Laptops,simple,"3,11",SYGNBQB0277,2,No,"Catalog, Search",GST0.36,Dell,,QCNBK-B,"Dell-INSP 1012 (Atom N450 1.66GHz/2GB/320GB 11.0"") J50GHL1",15 Days Testing Warranty.,INSP 1012,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 1012 (Atom N450 1.66GHz/2GB/320GB 11.0"") J50GHL1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh,0.00,Blue,No
admin,base,Laptops,simple,"3,11",QCNBB001733,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-630 (Core I3 2330M 2.20GHz/4GB/500GB 15.6"") 5CB1442P4J",15 Days Testing Warranty.,630,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-630 (Core I3 2330M 2.20GHz/4GB/500GB 15.6"") 5CB1442P4J",simple,15 Days Testing Warranty.,No,No,10.8V--4200mAh,0.00,Gold,No
admin,base,Laptops,simple,"3,11",SYGNBQB0278,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp N4110 (Core I3 2350M 2.30GHz/2GB/320GB 14"") D12C8R1",15 Days Testing Warranty.,Insp N4110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N4110 (Core I3 2350M 2.30GHz/2GB/320GB 14"") D12C8R1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001734,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-SVE151G12W (Core I3 2328M /2.20GHz/4GB/500GB 15.6"") C10G5V18",15 Days Testing Warranty.,SVE151G12W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-SVE151G12W (Core I3 2328M /2.20GHz/4GB/500GB 15.6"") C10G5V18",simple,15 Days Testing Warranty.,No,No,10.8V--44WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0279,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-INSP 7720 (Core I5 3210M 2.50GHz/4GB/500GB 16.0"") 5VD9FT1",15 Days Testing Warranty.,INSP 7720,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 7720 (Core I5 3210M 2.50GHz/4GB/500GB 16.0"") 5VD9FT1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0280,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Insp 5520 (Core I5 3210M 2.50GHz/6GB/500GB 15.6"") 7ZFCFV1",15 Days Testing Warranty.,Insp 5520,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 5520 (Core I5 3210M 2.50GHz/6GB/500GB 15.6"") 7ZFCFV1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,0.00,Grey,No
admin,base,Laptops,simple,"3,11",QCNBB001735,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-Ideapad Z570 (Core I3 2310M 2.10GHz/3GB/750GB 15.6"") WB02226868",15 Days Testing Warranty.,Ideapad Z570,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Ideapad Z570 (Core I3 2310M 2.10GHz/3GB/750GB 15.6"") WB02226868",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001736,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 3500 (Core I3 M380 2.53GHz/4GB/500GB 15.6"") FBWPPQ1",15 Days Testing Warranty.,Vostro 3500,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Vostro 3500 (Core I3 M380 2.53GHz/4GB/500GB 15.6"") FBWPPQ1",simple,15 Days Testing Warranty.,No,No,11.1V--56WH,0.00,Silver,No
admin,base,Laptops,simple,"3,11",SYGNBQB0281,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Vostro 3460 (Core I5 3230M 2.60GHz/4GB/500GB 14"") 3C2NXX1",15 Days Testing Warranty.,Vostro 3460,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Vostro 3460 (Core I5 3230M 2.60GHz/4GB/500GB 14"") 3C2NXX1",simple,15 Days Testing Warranty.,No,No,11.1V--4000MAH,0.00,Silver,No
admin,base,Laptops,simple,"3,11",SYGNBQB0282,2,No,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-Thinkpad SL400 (Core 2 Duo P8700 2.53GHz/4GB/250GB 14.0"") R8-BGNF6",15 Days Testing Warranty.,Thinkpad SL400,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Thinkpad SL400 (Core 2 Duo P8700 2.53GHz/4GB/250GB 14.0"") R8-BGNF6",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0283,2,No,"Catalog, Search",GST0.36,Dell,,QCNBK-B,"Dell-INSP 1525 (Core 2 Duo T5800 2.00GHz/3GB/250GB 15.0"") 45VJ2BS",15 Days Testing Warranty.,INSP 1525,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 1525 (Core 2 Duo T5800 2.00GHz/3GB/250GB 15.0"") 45VJ2BS",simple,15 Days Testing Warranty.,No,No,10.8V--48WH,0.00,Blue,No
admin,base,Laptops,simple,"3,11",QCNBB001737,2,No,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-Z560 (Pentium 2.13GHz/3GB/500GB 15.6"") CBQ4407876",15 Days Testing Warranty.,Z560,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Z560 (Pentium 2.13GHz/3GB/500GB 15.6"") CBQ4407876",simple,15 Days Testing Warranty.,No,No,10.8V--48WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0284,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,Dell-Insp N4110 (CORE I5-2410M / 2.30GHZ / 4GB / 500GB 14'') H0T2VQ1,15 Days Testing Warranty.,Insp N4110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,Dell-Insp N4110 (CORE I5-2410M / 2.30GHZ / 4GB / 500GB 14'') H0T2VQ1,simple,15 Days Testing Warranty.,No,No,11.1V ---4080MAH,0.00,White,No
admin,base,Laptops,simple,"3,11",QCNBB001738,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-HP 14 Notebook PC (Core I3 4010U 1.70GHz/4GB/500GB 14.5"") CND4191R68",15 Days Testing Warranty.,HP 14 Notebook PC,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-HP 14 Notebook PC (Core I3 4010U 1.70GHz/4GB/500GB 14.5"") CND4191R68",simple,15 Days Testing Warranty.,No,No,14.8V--2200mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001739,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-PCG-71811W (Core I3 2330M 2.20GHz/2GB/320GB 15.6"") C1063U9H",15 Days Testing Warranty.,PCG-71811W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-71811W (Core I3 2330M 2.20GHz/2GB/320GB 15.6"") C1063U9H",simple,15 Days Testing Warranty.,No,No,11.1V--4200MAH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0285,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Latitude E5430 (Core I3 2348M 2.30GHz/4GB/500GB 14.0"") 17XRXX1",15 Days Testing Warranty.,Latitude E5430,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Latitude E5430 (Core I3 2348M 2.30GHz/4GB/500GB 14.0"") 17XRXX1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh,0.00,Grey,No
admin,base,Laptops,simple,"3,11",QCNBB001740,2,No,"Catalog, Search",GST0.36,Compaq,,QCNBK-B,"Compaq-Presario C700 (Celeron 540 1.86GHz/1GB/120GB 14.0"") CND80611GW",15 Days Testing Warranty.,Presario C700,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Compaq-Presario C700 (Celeron 540 1.86GHz/1GB/120GB 14.0"") CND80611GW",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001741,2,No,"Catalog, Search",GST0.36,Asus,Core i3,QCNBK-B,"Asus-X54C (Core I3 2330M 2.20GHz/2GB/500GB 15.6"") C8N0AS176859335",15 Days Testing Warranty.,X54C,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Asus-X54C (Core I3 2330M 2.20GHz/2GB/500GB 15.6"") C8N0AS176859335",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0286,2,No,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-CQ42-116TU (Pentium dual core T4400 2.20GHz/160GB 14"") CNF0108NPD",15 Days Testing Warranty.,CQ42-116TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-CQ42-116TU (Pentium dual core T4400 2.20GHz/160GB 14"") CNF0108NPD",simple,15 Days Testing Warranty.,No,No,10.8V--47WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0287,2,No,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-Compaq nx6120 (Pentium m 1.73GHz/1GB/40GB 14.1"") CNU6040DHX",15 Days Testing Warranty.,Compaq nx6120,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Compaq nx6120 (Pentium m 1.73GHz/1GB/40GB 14.1"") CNU6040DHX",simple,15 Days Testing Warranty.,No,No,10.8v--4400mah,0.00,Blue,No
