store,websites,attribute_set,type,category_ids,sku,status,is_recurring,visibility,tax_class_id,ebizmarts_mark_visited,brands,remove_compare_link,cash_on_delivery,free_home_delivery,laptop_processor,is_superdeal,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,laptop_touchscreen,laptop_battery
admin,base,Laptops,simple,"3,11",QCNBB001604,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i3,No,QCNBK-B,"Dell-Insp 3521(Core I3 3217U 1.8GHz/4GB/500GB 15.6"") 99QG2X1",15 Days Testing Warranty.,Insp 3521,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 3521(Core I3 3217U 1.8GHz/4GB/500GB 15.6"") 99QG2X1",simple,15 Days Testing Warranty.,No,No,11.1V--5.6AH
admin,base,Laptops,simple,"3,11",SYGNBQB0234,2,No,"Catalog, Search",GST0.36,No,Lenovo ,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4TGA7",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4TGA7",simple,15 Days Testing Warranty.,No,No,14.4V--32WH
admin,base,Laptops,simple,"3,11",SYGNBQB0235,2,No,"Catalog, Search",GST0.36,No,Sony,Yes,Yes,Yes,Core i7,No,QCNBK-B,"Sony-PCG-81114L(Core I7 Q720 1.60GHz/4GB/500GB 15.6"") C603FFJ9",15 Days Testing Warranty.,PCG-81114L,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-81114L(Core I7 Q720 1.60GHz/4GB/500GB 15.6"") C603FFJ9",simple,15 Days Testing Warranty.,No,No,10.8V--5200mAh
admin,base,Laptops,simple,"3,11",QCNBB001605,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i3,No,QCNBK-B,"Dell-XPS L501X(Core I3 /3GB/320GB 15.6"") F8P7TN1",15 Days Testing Warranty.,XPS L501X,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-XPS L501X(Core I3 /3GB/320GB 15.6"") F8P7TN1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh
admin,base,Laptops,simple,"3,11",SYGNBQB0236,2,No,"Catalog, Search",GST0.36,No,Lenovo,Yes,Yes,Yes,,No,QCNBK-B,"Lenovo-G50-30(Pentium 3540 2.1GHz/4GB/500GB 15.0"") PF06RXJX",15 Days Testing Warranty.,G50-30,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G50-30(Pentium 3540 2.1GHz/4GB/500GB 15.0"") PF06RXJX",simple,15 Days Testing Warranty.,No,No,10.8V--4200mAh
admin,base,Laptops,simple,"3,11",SYGNBQB0237,2,No,"Catalog, Search",GST0.36,No,Apple,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Apple-MAC BOOK PRO A1278(Core I5 2.40GHz/4GB/500GB 13.0"") C02HFWB7DV13",15 Days Testing Warranty.,MAC BOOK PRO A1278,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Apple-MAC BOOK PRO A1278(Core I5 2.40GHz/4GB/500GB 13.0"") C02HFWB7DV13",simple,15 Days Testing Warranty.,No,No,12.35V
admin,base,Laptops,simple,"3,11",SYGNBQB0238,2,No,"Catalog, Search",GST0.36,No,Lenovo ,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-5K5KB",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-5K5KB",simple,15 Days Testing Warranty.,No,No,14.4V--32WH
admin,base,Laptops,simple,"3,11",SYGNBQB0239,2,No,"Catalog, Search",GST0.36,No,Lenovo ,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4LH2M",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4LH2M",simple,15 Days Testing Warranty.,No,No,14.4V--32WH
admin,base,Laptops,simple,"3,11",SYGNBQB0240,2,No,"Catalog, Search",GST0.36,No,Lenovo ,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-0M2BV",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-0M2BV",simple,15 Days Testing Warranty.,No,No,14.4V--32WH
admin,base,Laptops,simple,"3,11",SYGNBQB0241,2,No,"Catalog, Search",GST0.36,No,Lenovo ,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4TFW7",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4TFW7",simple,15 Days Testing Warranty.,No,No,14.4V--32WH
admin,base,Laptops,simple,"3,11",QCNBB001136,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i3,No,QCNBK-B,"Dell-INSP 15-3542(Core I3 4005U 1.70GHz/4GB/500GB 15.6"") HZCN612",15 Days Testing Warranty.,INSP 15-3542,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 15-3542(Core I3 4005U 1.70GHz/4GB/500GB 15.6"") HZCN612",simple,15 Days Testing Warranty.,No,No,14.8V--40Wh
admin,base,Laptops,simple,"3,11",QCNBB001606,2,No,"Catalog, Search",GST0.36,No,HP,Yes,Yes,Yes,,No,QCNBK-B,"HP-Pavilion DM1(AMD E 350 1.60GHz/4GB/500GB 11"") 5CH10804K0",15 Days Testing Warranty.,Pavilion DM1,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion DM1(AMD E 350 1.60GHz/4GB/500GB 11"") 5CH10804K0",simple,15 Days Testing Warranty.,No,No,10.8V--4910MAH
admin,base,Laptops,simple,"3,11",QCNBB000145,2,No,"Catalog, Search",GST0.36,No,Sony,Yes,Yes,Yes,Core i3,No,QCNBK-B,"Sony-SVT131A11W(Core I3 2367 1.40GHz/4GB/500GB 13.6"") C903K83Y",15 Days Testing Warranty.,SVT131A11W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-SVT131A11W(Core I3 2367 1.40GHz/4GB/500GB 13.6"") C903K83Y",simple,15 Days Testing Warranty.,No,No,11.1V-4050mAh
admin,base,Laptops,simple,"3,11",SYGNBQB0242,2,No,"Catalog, Search",GST0.36,No,HP,Yes,Yes,Yes,,No,QCNBK-B,"HP-15-r078tu(Pentium N3540 2.16GHz/4GB/1TB 15.6"") CND439DR6H",15 Days Testing Warranty.,15-r078tu,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-15-r078tu(Pentium N3540 2.16GHz/4GB/1TB 15.6"") CND439DR6H",simple,15 Days Testing Warranty.,No,No,14.8V--2560mAh
admin,base,Laptops,simple,"3,11",OPNBNTF0098,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Dell-INSP 5559(Core I5 6200U 2.30GHz/8GB/1TB 15.6"") 68BYC72",15 Days Testing Warranty.,INSP 5559,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 5559(Core I5 6200U 2.30GHz/8GB/1TB 15.6"") 68BYC72",simple,15 Days Testing Warranty.,No,No,14.8V--40Wh
admin,base,Laptops,simple,"3,11",REFDE00281,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,,No,QCNBK-B,"Dell-INSP 3543(Celeron 3205U 1.50GHz/4GB/500GB 15.6"") GZN1832",15 Days Testing Warranty.,INSP 3543,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 3543(Celeron 3205U 1.50GHz/4GB/500GB 15.6"") GZN1832",simple,15 Days Testing Warranty.,No,No,11.1V-48Wh
admin,base,Laptops,simple,"3,11",REFDE00347,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Dell-INSP 5577(Core I5 7300HQ 2.50GHz/8GB/1TB 15.6"") CHH3RHZ",15 Days Testing Warranty.,INSP 5577,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 5577(Core I5 7300HQ 2.50GHz/8GB/1TB 15.6"") CHH3RHZ",simple,15 Days Testing Warranty.,No,No,In Build
admin,base,Laptops,simple,"3,11",REFDE00348,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Dell-INSP 5577(Core I5 7300HQ 2.50GHz/8GB/1TB 15.6"") CDK3RH2",15 Days Testing Warranty.,INSP 5577,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 5577(Core I5 7300HQ 2.50GHz/8GB/1TB 15.6"") CDK3RH2",simple,15 Days Testing Warranty.,No,No,In Build
admin,base,Laptops,simple,"3,11",QCNBB000820,2,No,"Catalog, Search",GST0.36,No,HP,Yes,Yes,Yes,CELERON M530 / 1.73GHZ / 512MB / 40GB,No,QCNBK-B,HP-520(CELERON M530 / 1.73GHZ / 512MB / 40GB) CND8272LSP,15 Days Testing Warranty.,520,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,HP-520(CELERON M530 / 1.73GHZ / 512MB / 40GB) CND8272LSP,simple,15 Days Testing Warranty.,No,No,14.2V --2200mAh
admin,base,Laptops,simple,"3,11",REFDE00105,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i3,No,QCNBK-B,"Dell-INSPIRON 5559(Core I3 6100U 2.30GHz/4GB/1TB 15.6"") J8ZHMC2",15 Days Testing Warranty.,INSPIRON 5559,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSPIRON 5559(Core I3 6100U 2.30GHz/4GB/1TB 15.6"") J8ZHMC2",simple,15 Days Testing Warranty.,No,No,14.8V--40Wh
admin,base,Laptops,simple,"3,11",SYGNBQB0243,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i5,No,QCNBK-B,"Dell-INSP N5050(Core I5 2450M 2.50GHz/4GB/320GB 15.6"") HDWPKT1",15 Days Testing Warranty.,INSP N5050,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP N5050(Core I5 2450M 2.50GHz/4GB/320GB 15.6"") HDWPKT1",simple,15 Days Testing Warranty.,No,No,10.8V--4000mAh
admin,base,Laptops,simple,"3,11",QCNBB000747,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,Core i7,No,QCNBK-B,"Dell-xps l502X(Core I7 2630QM 2.00GHz/4GB/500GB 15.6"") FLBC6Q1",15 Days Testing Warranty.,xps l502X,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-xps l502X(Core I7 2630QM 2.00GHz/4GB/500GB 15.6"") FLBC6Q1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh
admin,base,Laptops,simple,"3,11",OPNBNTF0149,2,No,"Catalog, Search",GST0.36,No,Dell,Yes,Yes,Yes,,No,QCNBK-B,Dell-INSP 15-3541(AMD -A60-630 / APU WITH RADEAN R4 GRAPHICS /4GB/ 500GB) J053682,15 Days Testing Warranty.,INSP 15-3541,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,Dell-INSP 15-3541(AMD -A60-630 / APU WITH RADEAN R4 GRAPHICS /4GB/ 500GB) J053682,simple,15 Days Testing Warranty.,No,No,14.8V--2200mAh
admin,base,Laptops,simple,"3,11",OPNBNTF0021,2,No,"Catalog, Search",GST0.36,No,Micromax,Yes,Yes,Yes,,No,QCNBK-B,"Micromax-Canvas L1160(Atom Z3735 D 1.33GHz/2GB/32GB 11.6"") V04510160300009445",15 Days Testing Warranty.,Canvas L1160,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Micromax-Canvas L1160(Atom Z3735 D 1.33GHz/2GB/32GB 11.6"") V04510160300009445",simple,15 Days Testing Warranty.,No,No,In Build
admin,base,Laptops,simple,"3,11",QCNBB001607,2,No,"Catalog, Search",GST0.36,No,HCL,Yes,Yes,Yes,Core i3,No,QCNBK-B,"HCL-ME-ICON L74(Core I3 M370 2.40GHz/3GB/640GB 14.0"") A101AE330135",15 Days Testing Warranty.,ME-ICON L74,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HCL-ME-ICON L74(Core I3 M370 2.40GHz/3GB/640GB 14.0"") A101AE330135",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh
