store,websites,attribute_set,type,category_ids,sku,status,is_recurring,visibility,tax_class_id,brands,laptop_processor,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,laptop_touchscreen,laptop_battery
admin,base,Laptops,simple,"3,11",QCNBB001624,2,No,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-14-b104AU (AMD E1 1200 APU with Radeom HD Graphics 2GB/500GB 15.6"")-5CD2504KJ9",15 Days Testing Warranty.,14-b104AU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-14-b104AU (AMD E1 1200 APU with Radeom HD Graphics 2GB/500GB 15.6"")-5CD2504KJ9",simple,15 Days Testing Warranty.,No,No,10.8V--4200mAh
admin,base,Laptops,simple,"3,11",QCNBB001625,2,No,"Catalog, Search",GST0.36,HP,Core i5,QCNBK-B,"HP-Probook 4430S (Core I5 2450M 2.50GHz/6GB/500GB 14.0"")-INA216T4K5",15 Days Testing Warranty.,Probook 4430S,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Probook 4430S (Core I5 2450M 2.50GHz/6GB/500GB 14.0"")-INA216T4K5",simple,15 Days Testing Warranty.,No,No,10.8V--4200mAh
admin,base,Laptops,simple,"3,11",QCNBB001626,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-XPS L502X (Core I5 2410M 2.30GHz/6GB/500GB 15.6"")-7SZ1CQ1",15 Days Testing Warranty.,XPS L502X,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-XPS L502X (Core I5 2410M 2.30GHz/6GB/500GB 15.6"")-7SZ1CQ1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh
admin,base,Laptops,simple,"3,11",QCNBB001627,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-XPS L502X (Core I3 2330M 2.20GHz/4GB/320GB 15.6"")-31XDVS1",15 Days Testing Warranty.,XPS L502X,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-XPS L502X (Core I3 2330M 2.20GHz/4GB/320GB 15.6"")-31XDVS1",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001628,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSP N5010 (Core I3 M330 2.53GHz/3GB/320GB 15.6"")-2W4NWQ1",15 Days Testing Warranty.,INSP N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP N5010 (Core I3 M330 2.53GHz/3GB/320GB 15.6"")-2W4NWQ1",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001629,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Insp 1558 (Core I5 M450 2.40GHz/6GB/500GB 14"")-J5Z5DN1",15 Days Testing Warranty.,Insp 1558,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 1558 (Core I5 M450 2.40GHz/6GB/500GB 14"")-J5Z5DN1",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH
admin,base,Laptops,simple,"3,11",QCNBB001630,2,No,"Catalog, Search",GST0.36,Dell,,QCNBK-B,"Dell-INSP 1012 (Atom N450 1.66GHz/2GB/320GB 11.0"")-J50GHL1",15 Days Testing Warranty.,INSP 1012,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 1012 (Atom N450 1.66GHz/2GB/320GB 11.0"")-J50GHL1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh
admin,base,Laptops,simple,"3,11",QCNBB001631,2,No,"Catalog, Search",GST0.36,Dell,,QCNBK-B,"Dell-INSP 1525 (Core 2 Duo T5800 2.00GHz/3GB/250GB 15.0"")-45VJ2BS",15 Days Testing Warranty.,INSP 1525,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 1525 (Core 2 Duo T5800 2.00GHz/3GB/250GB 15.0"")-45VJ2BS",simple,15 Days Testing Warranty.,No,No,10.8V--48WH
admin,base,Laptops,simple,"3,11",QCNBB001632,2,No,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-Thinkpad SL400 (Core 2 Duo P8700 2.53GHz/4GB/250GB 14.0"")-R8-BGNF6",15 Days Testing Warranty.,Thinkpad SL400,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Thinkpad SL400 (Core 2 Duo P8700 2.53GHz/4GB/250GB 14.0"")-R8-BGNF6",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001633,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,Dell-Insp N5010 (CORE I3-M350 / 2.27GHZ / 3GB / 320GB 15.6'')-JZMP6BS,15 Days Testing Warranty.,Insp N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,Dell-Insp N5010 (CORE I3-M350 / 2.27GHZ / 3GB / 320GB 15.6'')-JZMP6BS,simple,15 Days Testing Warranty.,No,No,11.1V --56WH
admin,base,Laptops,simple,"3,11",QCNBB001634,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Insp N5110 (Core I5 2450M 2.50Ghz/6GB/500GB 15.6"")-8RL38R1",15 Days Testing Warranty.,Insp N5110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N5110 (Core I5 2450M 2.50Ghz/6GB/500GB 15.6"")-8RL38R1",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001635,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp N5010 (Core I3 M330 2.13GHz/2GB/500GB 15.6"")-1B1X5BS",15 Days Testing Warranty.,Insp N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N5010 (Core I3 M330 2.13GHz/2GB/500GB 15.6"")-1B1X5BS",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH
admin,base,Laptops,simple,"3,11",QCNBB001636,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,Dell-Vostro 2520 (CORE I3-3120M / 2.50GHZ / 4GB / 500GB 15.6'')-2V9ZGY1,15 Days Testing Warranty.,Vostro 2520,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,Dell-Vostro 2520 (CORE I3-3120M / 2.50GHZ / 4GB / 500GB 15.6'')-2V9ZGY1,simple,15 Days Testing Warranty.,No,No,11.1V ---48WH
admin,base,Laptops,simple,"3,11",QCNBB001637,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-PCG-71211W (Core I3 M380 2.53GHz/3GB/500GB 15.6"")-C608QQV6",15 Days Testing Warranty.,PCG-71211W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-71211W (Core I3 M380 2.53GHz/3GB/500GB 15.6"")-C608QQV6",simple,15 Days Testing Warranty.,No,No,11.1V--3500mAh
admin,base,Laptops,simple,"3,11",QCNBB001638,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-PCG-71211W (Core I3 M380 2.53GHz/3GB/320GB 15.6"")-C607LQ74",15 Days Testing Warranty.,PCG-71211W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-71211W (Core I3 M380 2.53GHz/3GB/320GB 15.6"")-C607LQ74",simple,15 Days Testing Warranty.,No,No,10.8V--3500mAh
admin,base,Laptops,simple,"3,11",SYGNBQB0248,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSP N5110 (Core I3 2310M 2.10GHz/4GB/500GB 15.6"")-G3S4VQ1",15 Days Testing Warranty.,INSP N5110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP N5110 (Core I3 2310M 2.10GHz/4GB/500GB 15.6"")-G3S4VQ1",simple,15 Days Testing Warranty.,No,No,11.1V--48Wh
admin,base,Laptops,simple,"3,11",SYGNBQB0249,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 1540 (Core I3 M380 2.53GHz/2GB/500GB15.6"")-JQLBPR1",15 Days Testing Warranty.,Vostro 1540,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Vostro 1540 (Core I3 M380 2.53GHz/2GB/500GB15.6"")-JQLBPR1",simple,15 Days Testing Warranty.,No,No,10.8V--3700mAh
admin,base,Laptops,simple,"3,11",SYGNBQB0250,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 1450 (Core I3 2310M 2.10GHz/4GB/500B 14.0"")-CX5BKP1",15 Days Testing Warranty.,Vostro 1450,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Vostro 1450 (Core I3 2310M 2.10GHz/4GB/500B 14.0"")-CX5BKP1",simple,15 Days Testing Warranty.,No,No,11.8V--4200mAh
admin,base,Laptops,simple,"3,11",QCNBB001639,2,No,"Catalog, Search",GST0.36,Lenovo ,Core i5,QCNBK-B,"Lenovo -Thinkpad L420 (Core I5 2520M 2.50GHz/4GB/320GB 14"")-LR-1V6XZ",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo -Thinkpad L420 (Core I5 2520M 2.50GHz/4GB/320GB 14"")-LR-1V6XZ",simple,15 Days Testing Warranty.,No,No,14.4V--32WH
admin,base,Laptops,simple,"3,11",QCNBB001640,2,No,"Catalog, Search",GST0.36,Lenovo ,Core i5,QCNBK-B,"Lenovo -Thinkpad L420 (Core I5 2520M 2.50GHz/4GB/320GB 14"")-LR-4LG9E",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo -Thinkpad L420 (Core I5 2520M 2.50GHz/4GB/320GB 14"")-LR-4LG9E",simple,15 Days Testing Warranty.,No,No,14.4V--32WH
admin,base,Laptops,simple,"3,11",QCNBB001641,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-430 (Core I3 2310M 2.10GHz/2GB/160GB 14"")-5CB1480FF9",15 Days Testing Warranty.,430,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-430 (Core I3 2310M 2.10GHz/2GB/160GB 14"")-5CB1480FF9",simple,15 Days Testing Warranty.,No,No,10.8V--47WH
