store,websites,attribute_set,type,category_ids,sku,status,visibility,tax_class_id,brands,laptop_processor,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,laptop_battery,price,mapped_status,color
admin,base,Laptops,simple,"3,11",QCNBB001833,2,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-G50-30(Pentium N3540 2.16GHz/4GB/1TB 15.6"")PF0SN6WL",15 Days Testing Warranty.,G50-30,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G50-30(Pentium N3540 2.16GHz/4GB/1TB 15.6"")PF0SN6WL",simple,15 Days Testing Warranty.,No,14.4V--2.05Ah,0.00,No,Black
admin,base,Laptops,simple,"3,11",QCNBB001834,2,"Catalog, Search",GST0.36,Dell,,QCNBK-B,"Dell-INSP 1525(Core 2 Duo T5850 2.16GHz/2GB/160GB 14.0"")6SKS1BS",15 Days Testing Warranty.,INSP 1525,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 1525(Core 2 Duo T5850 2.16GHz/2GB/160GB 14.0"")6SKS1BS",simple,15 Days Testing Warranty.,No,11.1V--56Wh,0.00,No,Black
admin,base,Laptops,simple,"3,11",QCNBB001835,2,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-Pavillion DV5(Core 2 Duo T6400 2.00GHz/4GB/320GB Dos 14.0"")CNF9213600",15 Days Testing Warranty.,Pavillion DV5,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavillion DV5(Core 2 Duo T6400 2.00GHz/4GB/320GB Dos 14.0"")CNF9213600",simple,15 Days Testing Warranty.,No,10.8V--4400mAh,0.00,No,Brown
admin,base,Laptops,simple,"3,11",QCNBB001836,2,"Catalog, Search",GST0.36,Acer,Core i3,QCNBK-B,"Acer-Aspire 4738G(Core I3 M380 2.53GHz/4GB/500GB 14.1"")LXR5W0202504612A282500",15 Days Testing Warranty.,Aspire 4738G,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-Aspire 4738G(Core I3 M380 2.53GHz/4GB/500GB 14.1"")LXR5W0202504612A282500",simple,15 Days Testing Warranty.,No,10.8V--4400mAh,0.00,No,Black
admin,base,Laptops,simple,"3,11",QCNBB001837,2,"Catalog, Search",GST0.36,Acer,Core i3,QCNBK-B,"Acer-Aspire 5740G(Core I3 330M 2.13GHz/4GB/320GB 15.6"")LXPMF02108002140352000",15 Days Testing Warranty.,Aspire 5740G,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-Aspire 5740G(Core I3 330M 2.13GHz/4GB/320GB 15.6"")LXPMF02108002140352000",simple,15 Days Testing Warranty.,No,10.8V--4400mAh,0.00,No,Blue
admin,base,Laptops,simple,"3,11",QCNBB001838,2,"Catalog, Search",GST0.36,Sony,,QCNBK-B,"Sony-SVF15413SNB(AMD A8 - 5545M Radeon 1.70GHz/2GB/500GB 15.6"")C10K7Z6H",15 Days Testing Warranty.,SVF15413SNB,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-SVF15413SNB(AMD A8 - 5545M Radeon 1.70GHz/2GB/500GB 15.6"")C10K7Z6H",simple,15 Days Testing Warranty.,No,10.8V--2670mAh,0.00,No,Black
admin,base,Laptops,simple,"3,11",QCNBB001839,2,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-Mini 210-104TU(Atom N455 1.66GHz/2GB/160GB 10.0"")CNF0025LGS",15 Days Testing Warranty.,Mini 210-104TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Mini 210-104TU(Atom N455 1.66GHz/2GB/160GB 10.0"")CNF0025LGS",simple,15 Days Testing Warranty.,No,10.8V--4400mAh,0.00,No,Black
admin,base,Laptops,simple,"3,11",QCNBB001840,2,"Catalog, Search",GST0.36,Compaq,,QCNBK-B,"Compaq-Presario CQ 40(Dual Core T4300 2.10GHz/2GB/250GB 14.0"")CND0013PN7",15 Days Testing Warranty.,Presario CQ 40,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Compaq-Presario CQ 40(Dual Core T4300 2.10GHz/2GB/250GB 14.0"")CND0013PN7",simple,15 Days Testing Warranty.,No,10.8V--47Wh,0.00,No,Black
admin,base,Laptops,simple,"3,11",QCNBB001841,2,"Catalog, Search",GST0.36,Acer,,QCNBK-B,"Acer-Aspire one 10(Atom Z3735F 1.33GHz/2GB/32GB 10.0"")NTG86SI0024601DC64P00",15 Days Testing Warranty.,Aspire one 10,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-Aspire one 10(Atom Z3735F 1.33GHz/2GB/32GB 10.0"")NTG86SI0024601DC64P00",simple,15 Days Testing Warranty.,No,In Build,0.00,No,Silver
admin,base,Laptops,simple,"3,11",QCNBB001842,2,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-S205(AMD E-300 APU Radeon 1.30GHz/2GB/500GB 12.0"")WB05815249",15 Days Testing Warranty.,S205,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-S205(AMD E-300 APU Radeon 1.30GHz/2GB/500GB 12.0"")WB05815249",simple,15 Days Testing Warranty.,No,10.8V--4100mAh,0.00,No,Black
admin,base,Laptops,simple,"3,11",QCNBB001843,2,"Catalog, Search",GST0.36,Compaq,,QCNBK-B,"Compaq-Presario V6000(AMD Turion 64X2 TL 52 1.60GHz/1GB/160GB 14.0"")CNF7063J7W",15 Days Testing Warranty.,Presario V6000,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Compaq-Presario V6000(AMD Turion 64X2 TL 52 1.60GHz/1GB/160GB 14.0"")CNF7063J7W",simple,15 Days Testing Warranty.,No,10.8V--47Wh,0.00,No,Grey
admin,base,Laptops,simple,"3,11",QCNBB001844,2,"Catalog, Search",GST0.36,HP,Core i5,QCNBK-B,"HP-Pavillion G6(Core I5 3230M 2.60GHz/4GB/1TB 15.6"")5CD3116HMY",15 Days Testing Warranty.,Pavillion G6,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavillion G6(Core I5 3230M 2.60GHz/4GB/1TB 15.6"")5CD3116HMY",simple,15 Days Testing Warranty.,No,10.8V--2400mAh,0.00,No,Black
admin,base,Laptops,simple,"3,11",QCNBB001845,2,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-Pavillion 14-b012AU(AMD E1-1200 APU With Redeon 4GB/500GB 14.0"")5CD2393ZSK",15 Days Testing Warranty.,Pavillion 14-b012AU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavillion 14-b012AU(AMD E1-1200 APU With Redeon 4GB/500GB 14.0"")5CD2393ZSK",simple,15 Days Testing Warranty.,No,10.8V--4200mAh,0.00,No,Brown
